ID,ClusterID,Title,QuestionContent,SolutionContent,Components,Symptoms,Resolutions
1335,A,macbook pro 2016: 3 thunderbolt displays,"i just got the new macbook pro 2016 (15') with touch bar. documentation suggests that up to 4 thunderbolt displays can be daisy chained for use. but when i chain 3 thunderbolt displays, only 2 of them turn on, while the last monitor in the chain stays black. can anyone explain why this may be happening, and how i can correct this? ‘_ thank you in advance","i've figured out the answer, and it's kind of upsetting... it follows the logic in grant's answer. in order to run 3 or more thunderbolt displays (maximum being 4), each screen needs to be plugged directly into the computer. so, with the late 2016 macbook pro, this means in order to run 4 screens, you would need to use all the ports available on the machine, which wouldn't work anyway, because you need to have the laptop plugged into power in order for it to use the screens. ‘_ in any event, i now have all three screens plugged directly into my macbook pro via tb3 to tb2 adapters, and the final usb-c input plugged into power. i suppose the only saving grace here is that each screen has it's own set of the old usb inputs.","thunderbolt display,touch bar,thunderbolt display,thunderbolt display,monitor,thunderbolt display,screen,screen,port,power,screen,screen,adapter,input,power,screen,usb,input","macbook,pro,thunderbolt,display,macbook,pro,touch,bar,suggest,thunderbolt,display,chain,thunderbolt,display,turn,monitor,chain,stay,black,explain,happen,correct,advance","figure,answer,kind,follow,logic,grant,answer,order,run,thunderbolt,display,maximum,screen,plug,computer,late,macbook,pro,mean,order,run,screen,port,machine,work,laptop,plug,power,order,screen,event,screen,plug,macbook,pro,tb3,tb2,adapter,final,usb-c,input,plug,power,suppose,screen,set,old,usb,input"
2652,A,cost of replacing graphics card on mbp,"how much does it cost to replace (by apple), the graphics card on a 15 inch, early 2011 mbp? ‘_ mine is starting to fail. has anyone experienced this issue? ‘_ i think there was some kind of recall, but the extended warranty expired dec 31, 2016. ‘_ thanks","thanks very much, ‘_ i took your advice and bought a new mbp 13 inch today. i bought the smaller one to save a few dollars, and still spent $2993.00; however, at the apple store they told me that because it was older than 5 years, they could not touch it. ‘_ they told me to take it to a third party, and estimated the cost around $700.  ‘_ as you said, it would not prevent it from recurring, and it would have probably been wasted money. ‘_ thanks for your reply and advice.","graphic,graphic","mine,start,fail,experience,issue,kind,recall,extend,warranty,expire,dec","advice,mbp,inch,smaller,save,spend,apple,store,older,touch,party,estimate,prevent,waste,money,reply,advice"
2672,A,macbook pro retina sleep vs displaysleep,"i notice lately my macbook pro retina has lost its wifi connection when i wake the display after just a few minutes of 'sleeping'.‘_ checking the energy saver prefs, this is the first time i realized the sleep settings are very different for the retina model (perhaps also different with hdd vs ssd).‘_ there's no sleep setting, per se, only a display sleep setting.‘_ so i guess that means the two are tied together.‘_ that's not ideal for me as i want my display to sleep after five or ten minutes, but i don't want a full sleep where wifi disconnects. ‘_ can i just do a pmset -b in terminal and hope it sticks?‘_ or is there any other way to accomplish this? ‘_ thanks~","hello robogobo, i recommend the jiggler app: http://www.sticksoftware.com/software/jiggler.html ‘_ as you have noticed, apple is on a mission to remove these kinds of options from the interface. i used to use jiggler many years ago on a regular basis when i had lots of work to do but didn't want the computer to go to sleep. and then i seemed to stop using it for a long time. now, i find i'm using it much more again. now that we have less control over sleeping, i find the computer goes to sleep at very inopportune times, like when i'm trying to download a 5 gb xcode update.  ‘_ i'm afraid there is no way to get a separate sleep control back.","retina,retina,wifus,connection,display,setting,retina,hdd,ssd,setting,display,setting,display,wifus","macbook,pro,retina,sleep,macbook,pro,retina,lose,wifus,connection,wake,display,sleep,sleep,setting,display,sleep,setting,guess,mean,display,sleep,full,sleep,wifus,disconnect,terminal,hope,stick","recommend,app,apple,remove,kind,option,interface,regular,lot,work,computer,sleep,stop,long,control,computer,sleep,download,xcode,update,separate,sleep,control,back"
1566,A,where do i enable the airplay mirroring icon in the top menubar?,i already got a mac mini with osx mountain lion on it and love the airplay mirror-function. so i have decided to get osx mountain lion for my laptop (macbook pro) as well but i do not see the airplay mirror-icon in the top menubar as i do on my mini. what has gone wrong or do i have to enable it somewhere?,"airplay ‘_ airplay mirroring requires a second-generation apple tv or later, and is supported on the following mac models: imac (mid 2011 or newer), mac mini (mid 2011 or newer), macbook air (mid 2011 or newer), and macbook pro (early 2011 or newer). ‘_ several apple articles regarding airplay ‘_ apple tv (2nd and 3rd gen)- how to use airplay mirroring how to set up and configure airport express for airplay and itunes troubleshooting airplay and airplay mirroring using airplay","icon,osx,mountain lion,mountain lion,tv,imac,tv","enable,airplay,mirroring,icon,top,mac,minus,osx,mountain,lion,love,airplay,decide,osx,mountain,lion,laptop,macbook,pro,airplay,top,minus,wrong,enable","airplay,airplay,mirroring,require,apple,support,follow,mac,model,imac,mid,newer,mac,minus,mid,newer,macbook,air,mid,newer,macbook,pro,early,newer,apple,article,regard,airplay,apple,gen,airplay,mirroring,set,configure,airport,express,airplay,itune,troubleshoot,airplay,airplay,mirroring,airplay"
1602,A,how do i change the function key display back to the pictured icons?,i accidentally pressed the fn key twice on my keyboard and ever since when i open safari the touch bar only displays the function keys not the pictured icons like it did before. how do i change the function key display back to the pictured icons?,using function keys on macbook pro with touch bar - apple support,"display,icon,keyboard,touch bar,key,icon,display,icon,key,touch bar","change,function,key,display,back,picture,press,key,keyboard,open,safari,touch,bar,display,function,key,picture,icon,change,function,key,display,back,picture,icon","function,key,macbook,pro,touch,bar,apple,support"
1458,A,mail.app problem with external screen,"hello, i've recently updated my mbp to high sierra and found a problem with mail while using an external screen. when mail's window is in this external screen all the html content goes black (see attached image). this doesn't happen when the email is plain text. ‘_ is anyone having the same problem and knows how to fix it? ‘_ i have a mbp late 2011, 16gb ram and 512gb ssd in mail i have office 365 and zoho. ‘_ thanks for the help! nicolas.- ‘_ ‘_",i've found this thread in macrumors that solved my issue. basically is a bug with the calibrations settings of the display. ‘_ https://forums.macrumors.com/threads/mail-conversation-view-broken-showing-black -in-mac-os-high-sierra.2074912/,"screen,sierra,screen,window,screen,image,ram,ssd,setting,display","problem,external,screen,mail,window,external,screen,content,black,attach,image,happen,email,plain,text,mbp,late,ram,ssd,mail,office","thread,macrumor,solve,issue,bug,setting,display"
2819,A,will figment run on my 2016 macbook pro w/ 4 thunderbolt ports?,the game for sale in the apple store called 'figment' says it requires an nvidia geforce gt 750m graphics card or equivalent.‘_ my macbook as an intel iris graphics 550 1536 mb.‘_ is the intel graphics card on my macbook equivalent to the nvidia graphics card required for 'figment'?,great! that_„Žs an answer i can understand and trust. i appreciate your timely response.,"thunderbolt,port,graphic,graphic,graphic,graphic","run,macbook,pro,thunderbolt,game,sale,apple,store,call,require,nvidia,geforce,graphic,card,macbook,intel,iri,graphic,intel,graphic,card,macbook,nvidium,graphic,card,require","great,answer,understand,trust,appreciate,response"
2825,A,macbook pro bought at best buy,"hi, ‘_ i recently bought a macbook pro from bestbuy and started to notice the keyboard went dark at times and the screen glitches while powering off; prompting it to an abrupt shut off. can i bring in my macbook to an apple store for service instead of going to bestbuy or am i stuck with the geek squad whom i have not heard very good things about? ‘_ thank you.","if you've purchased the machine in the last year, it is covered by apple's 1-year limited warranty, so as long as there is no physical damage, they should be able to diagnose it for you. you aren't limited to the geek squad.","keyboard,screen,service","bring,macbook,apple,store,service,bestbuy,stick,geek,squad,hear,good","machine,cover,apple,limited,warranty,long,physical,damage,diagnose,limit"
2840,A,macbook pro bought at best buy,"hi, ‘_ i recently bought a macbook pro from bestbuy and started to notice the keyboard went dark at times and the screen glitches while powering off; prompting it to an abrupt shut off. can i bring in my macbook to an apple store for service instead of going to bestbuy or am i stuck with the geek squad whom i have not heard very good things about? ‘_ thank you.","if you've purchased the machine in the last year, it is covered by apple's 1-year limited warranty, so as long as there is no physical damage, they should be able to diagnose it for you. you aren't limited to the geek squad.","keyboard,screen,service","bring,macbook,apple,store,service,bestbuy,stick,geek,squad,hear,good","machine,cover,apple,limited,warranty,long,physical,damage,diagnose,limit"
2905,A,mail appearance,i have lost the third column in my inbox. only see mailboxes column and sort by column. tried moving it over with the little widget and just get my home screen. it is driving me crazy. have to click on each e-mail.,my son stopped over and fixed it.‘_ thank you for your help!!! it was so frustrating!‘_ have a great holiday season!‘_ i appreciate your help!!,screen,"mail,appearance,lose,sort,drive,crazy,click","stop,fix,great,appreciate"
787,A,using multiple monitors,i have a macbook late 2011 13' base model. i am planning on installing 8gb ram and using two monitors (one on the left and one on the right of my macbook). my question is as follows... what cables and ports would i need to use? ‘_ thanks,if you referring to a hdmi splitter then the answer is yes. it will show the same picture as it's receiving input from the same source.,"monitor,ram,monitor,cable,port,hdmus,input,source","multiple,monitor,macbook,late,base,model,plan,install,ram,monitor,left,macbook,question,follow,cable,port","refer,hdmus,splitter,answer,show,picture,receive,input,source"
802,A,how to mirror my macbook?,i have a samsung smart tv and i want to find a way to mirror my macbook to it? is it possible?,"unfortunately, the only way to mirror a macbook pro to a tv is by using an apple tv and airplay mirroring > http://support.apple.com/kb/ht5404 this requires an early 2011 or newer macbook pro and os x mountain lion or newer. ‘_ as you have got a smart tv, i suppose it has got hdmi ports, so what you can do is to get a mini displayport to hdmi adapter and a hdmi cable to connect the macbook pro to the tv, so image will show up on your tv. see > http://support.apple.com/kb/ht4241?viewlocale=en_us ‘_ if you have got a macbook pro with retina display, you only need the hdmi cable","tv,tv,tv,os x,mountain lion,tv,hdmus port,displayport,adapter,hdmus cable,tv,image,tv,retina display,hdmus cable","mirror,samsung,smart,mirror,macbook","mirror,macbook,pro,apple,airplay,mirroring,require,early,newer,macbook,pro,mountain,lion,newer,smart,suppose,hdmus,port,mini,displayport,hdmi,adapter,hdmus,cable,connect,macbook,pro,image,show,macbook,pro,retina,display,hdmus,cable"
807,A,how to increase the default graphics 'intel hd graphics 3000 384 mb',"i am having intel hdgraphics 3000 384 mb in my mac book pro 2011 , with 4gb ram and 2.7gh core i7 ... i wanted to increase the graphics . can some one suggest me how would i do graphic enhancement on my mac book. thanks in advance .","first, you can't replace the graphic card because it's soldered onto the logic board. ‘_ if you want to increase the vram of the graphic card, you must know that your graphic supports 512 mb of vram > http://support.apple.com/kb/ht3246?viewlocale=en_us&locale=en_us#intel3000. to get them, you have to install 8 gb of memory. you can buy the memory in owc or crucial > http://eshop.macsales.com/shop/memory/apple_macbook_macbook_pro/upgrade/ddr3_133 3mhz_sdram","graphic,hd,graphic,ram,i7,graphic,logic board,memory,memory,owc","increase,default,graphic,intel,graphic,intel,mac,book,pro,ram,core,increase,graphic,suggest,graphic,mac,book,advance","replace,graphic,card,solder,logic,board,increase,graphic,card,graphic,support,install,memory,memory,owc,crucial"
815,A,how to connect a 144hz monitor to a macbook pro in bootcamp?,"hi, i recently bought the benq xl2411z 24'' monitor which has the capacity to run in 140hz as opposed to 60hz. i have been told that you cannot run 144hz in osx but you can do it in windows (bootcamp),  right now the screen is monitor connected via hdmi; however, i have been told that hdmi is incapable of running 140hz and that i need to use dvi. ‘_ so basically, i'm wondering what is the best way to connect the external monitor to run 144hz? ‘_ thanks! ‘_ btw i have a mid 2014 retina macbook pro 15'' with intel iris pro (not discrete graphics).",that monitor only supports 144 hz on the dvi input. you need to use a mini displayport to dual link dvi converter. nothing else will work. such converters usually go up to 120 hz at most.,"monitor,monitor,osx,window,screen,monitor,hdmus,hdmus,dvi,monitor,retina,graphic,monitor,dvi,input,displayport,link,dvi","run,osx,window,bootcamp,screen,monitor,connected,hdmus,hdmus,run,dvi,best,connect,external,monitor,run,btw,mid,retina,macbook,pro,intel,iris,pro,discrete,graphic","monitor,support,dvi,input,mini,displayport,dual,link,dvi,converter,work,converter"
841,A,can i use an hdmi monitor connected to my macbook pro? what adapter would i need?,can i use an hdmi adapter to connect my macbook pro?,hi jerry313: ‘_ this is the cable i am using on my macbook pro early 2011. thunderbolt to hdmi http://www.amazon.ca/gp/product/b00aplj58m?psc=1&redirect=true&ref_=oh_aui_detai lpage_o05_s00,"hdmus,adapter,hdmus,adapter,cable,thunderbolt","hdmus,monitor,connect,macbook,pro,adapter,hdmus,adapter,connect,macbook,pro","cable,macbook,pro,early,thunderbolt,hdmi"
1046,C,why can't i delete files from sd card?,why do i get this message when i try to delete files from my gopro sd card? i am going on a trip and i need to clear this sd card. any help please?,"hi craig: ‘_ put the card in your gopro and erase it from there. ‘_ you could probably reboot your computer and try erasing files, but if this card is only used in your gopro i would erase if from there. ‘_ also see the following help file from gopro. https://gopro.com/support/articles/how-to-delete-files-from-microsd-cards-with-h ero3plus ‘_ kim","file,sd card,message,file,sd card,sd card,reboot,file","trip,clear,card","craig,put,card,gopro,erase,reboot,computer,erase,file,card,gopro,erase,follow,file,gopro,ero3plus,kim"
1079,C,my all files option/icon has disappeared from finder,"i no longer see the all files option in the finder sidebar. i have searched options to restore/find it, however, no luck. any ideas?",macos sierra: customize the finder toolbar and sidebar mac basics: spotlight helps you find what you_„ƒre looking for,"file,finder,file,finder,maco,sierra,finder","file,disappear,finder,longer,file,option,finder,sidebar,search,option,luck,idea","maco,sierra,finder,toolbar,sidebar,mac,basics,spotlight"
2655,C,why can't i delete files from sd card?,why do i get this message when i try to delete files from my gopro sd card? i am going on a trip and i need to clear this sd card. any help please?,"hi craig: ‘_ put the card in your gopro and erase it from there. ‘_ you could probably reboot your computer and try erasing files, but if this card is only used in your gopro i would erase if from there. ‘_ also see the following help file from gopro. https://gopro.com/support/articles/how-to-delete-files-from-microsd-cards-with-h ero3plus ‘_ kim","file,sd card,message,file,sd card,sd card,reboot,file","trip,clear,card","craig,put,card,gopro,erase,reboot,computer,erase,file,card,gopro,erase,follow,file,gopro,ero3plus,kim"
2736,C,what is largest ssd i can install in 15' mid-2009 macbook pro?,"i'm confused.  ‘_ i spoke with our local apple-authorized store the a couple weeks ago about installing an ssd in my sluggish mid-2009 15' macbook pro (2.53ghz, 8gb ram and currently running el capital 10.11.6 and 630gb hd). 'no problem,' he says, and we talk about also getting a new battery (it's dead), so i'm excited about getting everything 'under the hood' for around $600 or so (including the swap out, backups, etc).  the current 630gb hd only has about 215gb used, and we use it for travel, emails, word, that that sort of thing, so i'm thinking '320' or '500' would be fine.  ‘_ so, two days ago, i call the same store to get started with this process and a different tech tells me the largest ssd i can put in the laptop is 256gb ssd because 'the mid-2009 isn't designed to take a larger ssd.'  ‘_ i watch a cnet demo that shows a woman installing a 500gb into her 2009 15' ...  ‘_ so, naturally, i'm confused. i would like more than 256gb, but can be 320 or 500 ... so what gives? was he trying to sell me a new computer? or was he misinformed? or is it they only carry that size? (meaning physical size 9.5mm vs. gb size.) ‘_ if i can't do this, i have to do a macmini and an ipad because the budget is the thing. and i don't care whether i can run on sierra. el capitan is fine if i can get a few more years out of this laptop. so, any help?","hi, ‘_ as macsales/owc shows, you can put any size (currently 2gbs is available in a 2.5' sata ssd) in your mac: owc ssd upgrade kits for macbook pro (2008 - 2009) they guarantee it is 100% compatible. contact their excellent tech support as needed.","ssd,ssd,ram,hd,battery,backup,hd,process,ssd,ssd,ssd,ipad,sierra,owc,ssd,upgrade","ssd,install,macbook,pro?i,confuse,speak,local,store,couple,install,ssd,sluggish,macbook,pro,ghz,ram,run,current,travel,email,word,sort,fine,call,store,start,process,tech,ssd,put,laptop,ssd,design,larger,ssd,watch,show,install,confuse,give,carry,size,physical,size,size,ipad,care,run,sierra,capitan,fine,laptop","show,put,size,sata,ssd,mac,owc,ssd,upgrade,kit,macbook,pro,guarantee,compatible,contact,excellent,tech,support"
1569,C,how do you remove/unmount a volume/folder used for file sharing over a network?,"hi, ‘_ i have been moving files between my macbok pro and a desktop pc.‘_ on my mac i have five volumes (access points / folders) listed.‘_ i know what to remove three of them, so that they no longer appear when i connect to my pc.‘_ how do i remove them?‘_ i have selected 'eject' but they appear again when i connect to my pc.‘_ i want them to be removed completely.  ‘_ below is an image showing the volumes listed.‘_ i want to remove/unmount c, google drive and users.  ‘_  ‘_ many thanks","thanks for the replies.‘_ it turns out there was a very simple solution i.e. uncaring the folders on my pc.‘_ once i did that, they no longer appeared in the volume list.‘_","file,network,file,desktop,volume,folder,image,volume,drive,folder,volume,list","file,move,file,pro,desktop,mac,volume,access,point,folder,list,select,eject,connect,image,show,volume,list,google,drive,user","reply,turn,simple,solution,folder,longer,volume,list"
1571,C,how do i delete a webloc file that is on my desktop!!!,"i have dragged quite a few files off the internet on to my desktop to use as shortcuts. when i am done with them and try to drag them into the trash, they will not delete! can you please let me know the proper way to delete them. i never noticed this happening before until i downloaded the most recent software upgrade el capitan 10.11.1. thank you.",what happens when you try to delete them? can you delete anything else from the desktop?,"file,desktop,file,internet,desktop,trash,software,upgrade,desktop","delete,file,desktop,drag,file,internet,desktop,proper,delete,happen,download,recent,software,upgrade,capitan","happen,delete,delete,desktop"
1574,C,"cannot delete history, slowing down safari.","i have noticed that on my macbook pro storage tab it shows about 20gb of mysterious documents. ‘_ about a week later safari began slowing down and would no longer display my history, looking in the browser preferences i found that it would take a year before automatically deleting my history!!! ‘_ realizing that i probably have months of browsing data i tried to delete my history, but safari would just load. after an hour i would get‘_ 'your system has run out of application memory'. ‘_ is the months of history showing up as 20gb of documents? ‘_ is there another way to delete my history? ‘_ thank's scott","backup your mac. ‘_ ‘_‘_‘_ close all windows and quit all applications.  ‘_‘_‘_ hold 'option' key down and click 'go' menu in the finder menu bar. ‘_‘_‘_ library will appear between _„ñhome_„ and _„ñcomputer_„ entries in the dropdown. ‘_‘_‘_ select 'library' from the dropdown. ‘_‘_‘_ click‘_ the _„ñlist_„ view button‘_ in the finder toolbar. ‘_ ‘_‘_‘_ move these files to trash and test. ‘_  1. click open the caches folder and scroll down the list. ‘_‘_ ‘_  ‘_‘_‘_‘_ click open the‘_‘_ com.apple.safari folder. ‘_‘_‘_‘_ you should see the caches.db file. ‘_ ‘_  ‘_‘_‘_‘_‘_ right click on it and choose _„ñmove to trash_„. ‘_ 2.‘_ scroll down the list, click open the‘_ safari folder and select history files. ‘_‘_‘_  ‘_ right click on it and choose _„ñmove to trash_„. ‘_ 3. scroll down the list and click open the saved application state folder. ‘_   ‘_‘_‘_ you should see the com.apple safari.savedstate folder. ‘_ ‘_   ‘_ ‘_‘_‘_ right click on it and choose _„ñmove to trash_„. ‘_ ‘_ close the finder window. ‘_ restart and relaunch safari. ‘_ ‘_ test.","storage,document,preference,datum,application,memory,document,backup,window,application,key,menu,finder,menu bar,list,button,finder,file,trash,folder,list,folder,file,list,folder,file,list,application,folder,folder,finder,window","delete,history,slow,macbook,pro,storage,tab,show,mysterious,document,safari,begin,slow,longer,display,history,browser,preference,delete,history,system,run,application,memory,history,show,document,delete,history","backup,mac,close,window,quit,application,hold,option,key,click,menu,finder,menu,bar,library,home,computer,entry,dropdown,select,library,dropdown,click,list,view,button,finder,toolbar,move,file,trash,test,click,open,cache,folder,scroll,list,click,open,folder,file,click,choose,move,trash,scroll,list,click,open,safari,folder,select,history,file,click,choose,move,trash,scroll,list,click,open,save,application,state,folder,folder,click,choose,move,trash,close,finder,window,restart,relaunch,safari,test"
1595,C,how to stop syncing the documents folder from another mac?,"i have a macbook pro syncing documents & desktop to icloud. i also use another macbook air, where i'm only interested in the general icloud drive, not the sync'ed documents from my mbp. same id on both. ‘_ i accidentally clicked to sync documents & desktop from my mbp into the air, and now i've downloaded all of them to its tiny hd, where i'd like not to have them. how can i remove the local copy of those files from the air, without deleting anything from icloud or the mbp ?? ‘_ thanks!","no, you don't want to turn off icloud drive. you only want to turn off the desktop & documents option. system preferences>icloud>icloud drive>options, uncheck desktop & documents.  cheers, ‘_ gb","document,folder,document,desktop,drive,document,document,desktop,hd,file,drive,desktop,document,preference,drive,desktop,document","stop,document,folder,macbook,pro,document,desktop,icloud,macbook,air,interested,general,icloud,drive,document,mbp,click,document,desktop,mbp,air,download","turn,icloud,drive,turn,desktop,document,option,system,preference,icloud,icloud,drive,option,uncheck,desktop,document,cheer"
1438,C,combining filevault and dropbox accounts?,i am running two desktop osx computers plus a macbook pro and use the same dropbox account to share files across them. i would like to use filevault for security on my laptop. what happens as files move back and forth? chaos? or secure file use?,"anytime you access a file, including for upload to dropbox, it is decrypted by filevault -- i.e., the file stored on‘_ the dropbox server is not filevault encrypted (although they may or may not have their own encryption). when it downloads to the other computer, filevault on that computer will encrypt it.","account,desktop,osx,account,file,file,file,file,file","filevault,dropbox,run,desktop,osx,computer,macbook,pro,dropbox,account,share,file,filevault,security,laptop,happen,file,move,back,secure,file","access,file,decrypt,filevault,file,store,server,filevault,encryption,download,computer,filevault,computer,encrypt"
1440,C,why can't i delete files from sd card?,why do i get this message when i try to delete files from my gopro sd card? i am going on a trip and i need to clear this sd card. any help please?,"hi craig: ‘_ put the card in your gopro and erase it from there. ‘_ you could probably reboot your computer and try erasing files, but if this card is only used in your gopro i would erase if from there. ‘_ also see the following help file from gopro. https://gopro.com/support/articles/how-to-delete-files-from-microsd-cards-with-h ero3plus ‘_ kim","file,sd card,message,file,sd card,sd card,reboot,file","trip,clear,card","craig,put,card,gopro,erase,reboot,computer,erase,file,card,gopro,erase,follow,file,gopro,ero3plus,kim"
1445,C,how to save file to specific *folder*,"hi, ‘_ when i save a file, it seems that apple doesn't offer as many file destinations as there can be. ‘_ for example i am trying to save (or in this case export), a file into a destination. ‘_ see the screenshot below: i am trying to save the file within a folder in documents; however it seems that i am limited and cannot do so. ‘_ any suggestions or recommendations? thanks!",click the button with the triangle to the right of the file name. ‘_ (100415),"file,file,file,case,file,file,folder,document,button,file","save,file,specific,folder,save,file,apple,offer,file,destination,suggestion,recommendation","click,button,file"
1455,C,where do downloads go now?,i can't see them in the dock or desktop or find them on my hard disk.,"actually, if you use safari, the default downloads location is your <user folder>/downloads, not the desktop. in safari preferences, you can change that to any folder if you wish, you can even set to it to ask each time. ‘_  if you leave it in downloads, you can always put your downloads folder in your dock to access quickly, by dragging it down from your finder sidebar.  i have mine set to sort by date added, display as folder and view as grid ‘_","dock,desktop,disk,desktop,preference,folder,dock,finder,folder","download,dock,desktop,hard,disk","safari,default,download,location,user,folder,download,desktop,safari,preference,change,folder,set,leave,download,put,download,folder,dock,access,drag,finder,sidebar,mine,set,sort,date,add,display,folder,view"
1461,C,cloud backup service compatible with filevault (os x el capitan 10.11.3),"i just enable filevault because if my macbook is stolen, i do not want they review my information. so only i need last step: cloud backup to recover my information (compatible with filevault)  ‘_ option 1: carbonite carbonite says: source:  http://goo.gl/akbyo9    option 2: crashplan 100% compatible with filevault.  source:  https://goo.gl/hxob8z    option 3: backblaze  ‘_ 100% compatible with filevault  _„ñfilevault 2_„_ _„_ yay! we_„Žre excited to say that apple has massively overhauled their encrypted file system and we work seamlessly with this new version. filevault 2 encrypts the entire file system. as long as you are logged-in, backblaze will continue to seamlessly backup all data. if you log-out and encryption is turned on, backblaze will be encrypted as well and pause backing up new data.  ‘_ source: https://goo.gl/ndw8so   questions:  ‘_ a.carbonite is right when the says : 'filevault encryption process changes the way all of your files appear to carbonite, which causes carbonite to back them up again from scratch (when you log off and log back in) ' ?  ‘_ b.why crashplan and backblaze is 100% compatible with filevault and don't have the same problem carbonite says?","carbonite is right no, carbonite is wrong, but the fact that they're so ignorant of how os x works should rule them out as a choice.","backup,service,os x,information,backup,information,source,source,file system,file system,datum,datum,source,process,file,os x","source,option,compatible,filevault,filevault,apple,file,system,work,version,filevault,encrypt,entire,file,system,turn,encrypt,back,datum,source,question,filevault,process,change,file,cause,back,scratch,log,log,back,compatible,filevault,problem","wrong,fact,work,rule,choice"
1468,C,hlpramc spam folder keeps reappearing,"hi everyone, ‘_ i've looked through all of the other forums that have talked about this (inadvertently downloaded) adware/malware, but i'm still unable to completely delete it from my computer. i've even downloaded easyfind in order to search 'hlpramc' and other key terms to delete, and have found many folders, apps, and files. i've deleted every one i've been able to find, but one keeps coming back, even though i've already deleted it many times. it's the /library/hlpramc file, and in that, there's a file called websettings.plist. ‘_ while doing my searching with easyfind, i found this in the console:  so as far as i can tell, it's somehow downloading hourly. does anyone know of a way to stop this? i'm assuming there's another file or folder somewhere that's triggering this one to download. thank you so much, in advance. - gina   (for anyone who needs additional information of the contents of the websettings.plist file, this is the entire file, copied and pasted. maybe you can find the source of the download, because i can't, and i've been going insane dealing with this thing.) ‘_ <?xml version='1.0' encoding='utf-8'?> <!doctype plist public '-//apple//dtd plist 1.0//en' 'http://www.apple.com/dtds/propertylist-1.0.dtd'> <plist version='1.0'> <dict> ‘_ <key>manoff</key> ‘_ <dict> ‘_ <key>num_imp</key> ‘_ <integer>100</integer> ‘_ <key>path</key> ‘_ <string>/applications/mac space reviver.app</string> ‘_ <key>reg</key> ‘_ <integer>1</integer> ‘_ <key>launchreq</key> ‘_ <integer>1</integer> ‘_ <key>unreg</key> ‘_ <integer>1</integer> ‘_ <key>url</key> ‘_ <string>http://cdn.macspacereviver.com/msr/offerhtm/1/default.html</string> ‘_ <key>durl</key> ‘_ <string>http://macspacereviver.com/amcsite/3/</string> ‘_ <key>width</key> ‘_ <integer>457</integer> ‘_ <key>height</key> ‘_ <integer>167</integer> ‘_ <key>show</key> ‘_ <true/> ‘_ <key>urltview</key> ‘_ <string>http://trk.advancedmaccleaner.com/trackerwcfsrv/tracker.svc/trackoffersview/?q=p xl=mdc124_mdc116_mdc82</string> ‘_ <key>urltacc</key> ‘_ <string>http://trk.advancedmaccleaner.com/trackerwcfsrv/tracker.svc/trackoffersaccepted/ ?q=pxl=mdc124_mdc116_mdc82</string> ‘_ <key>pxl</key> ‘_ <string>mdc124_mdc116_mdc82</string> ‘_ <key>daysai</key> ‘_ <integer>4</integer> ‘_ <key>dontshowdays</key> ‘_ <integer>4</integer> ‘_ </dict> ‘_ <key>modules</key> ‘_ <dict/> ‘_ <key>settings</key> ‘_ <dict> ‘_ <key>rver</key> ‘_ <string>1</string> ‘_ <key>rurl</key> ‘_ <string>http://cdn2121.advancedmacceaner.com/amc/prefs/rlist.plist</string> ‘_ </dict> ‘_ <key>phone</key> ‘_ <dict> ‘_ <key>default</key> ‘_ <string></string> ‘_ </dict> </dict> </plist>","you installed a fake 'utility' called 'advanced mac cleaner.' like any software that purports to automatically 'clean up' or 'speed up' a mac, it's a scam. to remove it, take the steps below. some of the files listed may be absent. back up all data before proceeding. if you paid for the software with a credit card, consider reporting the charge to the bank as fraudulent. step 1 triple-click anywhere in the line below on this page to select it: right-click or control-click the highlighted line and select ‘_‘_‘_‘_‘_‘_‘_‘_‘_ services ___ reveal in finder (or just reveal) from the contextual menu.* a folder should open with an item selected. move the selected item to the trash. log out or restart the computer. *if you don't see the contextual menu item, copy the selected text to the clipboard by pressing the key combination‘_ command-c. in the finder, select ‘_‘_‘_‘_‘_‘_‘_‘_‘_ go ___ go to folder... from the menu bar and paste into the box that opens by pressing command-v. you may not see what you pasted because a line break is included. press return. step 2 move the following item to the trash as in step 1: this time you may be prompted for your administrator login password. there's no need to log out after taking this step. step 3 move this item to the trash: step 4 open the applications folder and move an item named 'advanced mac cleaner' (if it's present) to the trash. empty the trash.","folder,folder,file,file,file,file,folder,information,file,file,source,space,setting,phone,utility,software,file,datum,software,charge,line,page,line,service,finder,menu,folder,trash,menu,finder,folder,menu bar,box,line,trash,login password,trash,application,folder,trash,trash","folder,reappear,forum,talk,download,unable,delete,computer,download,order,search,key,term,delete,folder,app,file,delete,back,delete,file,file,call,search,console,download,stop,assume,file,folder,download,advance,additional,information,contents,file,entire,file,copy,paste,source,download,deal,plist,version,path,space,show,module,setting,phone,default","install,utility,call,advanced,mac,cleaner,software,clean,speed,mac,scam,remove,step,file,list,back,datum,proceed,software,credit,card,consider,report,charge,step,triple-click,line,page,select,right-click,control-click,highlight,line,select,service,reveal,finder,reveal,contextual,menu,folder,open,item,select,move,select,item,trash,log,restart,computer,contextual,menu,item,copy,select,text,clipboard,press,key,combination,command-c,finder,select,folder,menu,bar,paste,box,open,press,command-v,paste,line,break,press,return,step,move,follow,item,trash,step,prompt,administrator,login,password,log,step,step,move,item,trash,step,open,application,folder,move,item,advanced,mac,cleaner,present,trash,empty,trash"
